,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,corr1
0,0.0320318,0.25307605,0.15227453,0.27501434,0.27501434,0.2005508,0.020258691,0.08049029,0.004775019,0.10051808,0.27501434,0.27501434,0.16722018,0.15397628,0.0320318,0.19577578,0.024347914,0.17624396,0.27501434,0.27501434,0.15816346,0.027893843,0.03376448,0.03645447,0.023875095,0.030365176,0.14619027,0.27501434,0.27501434,0.22980975,0.02321429,0.092233256,0.0054716608,0.11518295,0.27853748,0.27853748,0.19161642,0.27853748,0.036705017,0.058418836,0.036705017,0.14226317,0.14913778,0.27853748,0.19262816,0.051908728,0.1812384,0.03196336,0.03869048,0.04177292,0.027358303,0.03479524,0.16751839,0.27853748,0.27853748,0.18731324,0.07616173,0.0077380966,0.07131083,0.14807549,0.20504504,0.13421907,0.25954282,0.26782277,0.20396096,0.013820319,0.021996094,0.013820319,0.0535655,0.05615395,0.19265969,0.07252913,0.019544883,0.2537404,0.004606773,0.002913579,0.020602131,0.00849447,0.5081924,0.5081924,0.028028488,0.07052793,0.028676718,0.002913579,0.02685024,0.055753976,0.07720438,0.050536703,0.0977241,0.1008417,0.09211193,0.05292324,0.04239116,0.030809266,0.037083816,0.047931716,0.044062372,0.5081924,0.10374402,0.69
